2026-05-14 23:39:58 | INFO     | run_pipeline.11 | --- Iniciando pipeline de entrenamiento ---
2026-05-14 23:40:22 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:24 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:25 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:26 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/best_model-1.0.ckpt
2026-05-14 23:40:26 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:26 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:26 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:27 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:28 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:30 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:31 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:32 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:34 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:35 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:37 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:38 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:39 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:41 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:42 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:44 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:45 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:47 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:48 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:49 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:51 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:52 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:53 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/best_model-1.0.ckpt
2026-05-14 23:40:53 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:54 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:55 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:57 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:40:58 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:00 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:01 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:03 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:04 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:05 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:07 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:08 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:10 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:11 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:13 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:14 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:16 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:17 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:18 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:20 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:20 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/best_model-1.0.ckpt
2026-05-14 23:41:20 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:21 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:23 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:24 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:26 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:27 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:29 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:30 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:31 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:33 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:34 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:36 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:37 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:39 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:40 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:41 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:43 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:44 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:46 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:47 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:47 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/best_model-1.0.ckpt
2026-05-14 23:41:47 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:49 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:50 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:51 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:53 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:54 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:56 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:57 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:41:59 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:00 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:01 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:03 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:05 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:06 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:08 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:09 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:10 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:12 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:13 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:14 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/best_model-1.0.ckpt
2026-05-14 23:42:14 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:15 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:16 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:18 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:19 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:20 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:22 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:23 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:25 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:26 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:28 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:29 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:30 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:32 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:33 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:35 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:36 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:38 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:39 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:41 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:41 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/best_model-1.0.ckpt
2026-05-14 23:42:41 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:42 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:43 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:45 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:46 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:48 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:49 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
2026-05-14 23:42:51 | DEBUG    | __init__.383 | open file: C:/Users/lmjim/Desktop/MASTER DEEP LEARNING/MLOPS/mdl-mlops/models/main/logs/lightning_logs/1.0/metrics.csv
